review_text,actual_stars,predicted_stars,explanation,valid_json,correct
"How this place has less than four stars is a mystery to me. I have been 5 times and have taken out of towners here 2 out of the 5 and they all left saying it was yummy too. The El Presidential Especiale is a MUST - i order 86 the onions and add machaca/shredded beef. They are a simple yummy combination with their rice and beans. This is just straight up classic mexican food - not for the snobby. So if you want a more classy joint that's less authentic - hit up Z'Tejas cause this place is not for you. The hot salsa in the ketchup bottles is always a sign of a great mexican joint (and it's hot AND tastey - a combination not many get correct). I will say their chips can be a little on the less crunchy, more oily side but they are more than happy to replace that with some that are a little more to your liking. And their margs are delish as well. This place deserves a 4 because of consistency, friendly and accomodating atmosphere and just downright solid take on enchiladas - red sauce is spot on. Thanks Tee Pee for being our go-to for Mexican food in the Valley of the Sun!",4,4,"The review is overwhelmingly positive, with multiple visits and strong recommendations for specific dishes, authenticity, salsa, margaritas, and service. The only minor negative is about the chips being less crunchy and oily, but this is mitigated by the staff's accommodating response. The reviewer explicitly states the place deserves a 4-star rating due to consistency, friendly atmosphere, and solid food.",True,True
"Typical anglophiles, my lady and I gravitated toward the tea garden. But that doesn't mean we didn't love photographing and learning about the myriad plants that call the desert home.

I was particularly enchanted by the century agave and giraffe trees.

Give yourself plenty of time to walk the garden's many loops. I would recommend at least four hours.",4,5,"The review is overwhelmingly positive, with enthusiastic language such as 'loved' and 'enchanted,' and no negative aspects mentioned. The recommendation to spend ample time further indicates strong satisfaction.",True,False
"My boyfriend and I came here this past Friday night for dinner as we had both drive by the place quite often and have been wanting to try it out. 

The service was great and I liked the wide open space. We tried two different beer samples for a $1 each and settled on splitting a pitcher of Levitation which we both enjoyed.

We ordered the green chile dip appetizer. I ordered the shrimp tacos and my boyfriend ordered the brisket. He LOVED the brisket and after taking a bite of it, I could see why. It was quite good. My shrimp tacos however, were so bland that I barely ate half of my meal. And it was a ""small plate."" I wasn't the biggest fan of our appetizer but after tasting my dinner, I decided I liked the dip a lot more and finished it off. Definitely do not recommend the shrimp tacos.

One annoying thing was our meals came out right after our appetizer. A little time in between would have been good - but I'll take that over slow service any day. 

I'm giving this place four stars because of how great the brisket was and despite not liking my dish, I had a great time and think this place has lots of potential. I'll be back to try something else!",4,4,"The review is overall positive with minor issues. Positive aspects include great service, enjoyable beer samples and pitcher, excellent brisket, and a great time overall. Negative aspects are the bland shrimp tacos and initial dislike of the appetizer, but the reviewer finished the appetizer and appreciated the brisket. The minor timing issue with courses is noted but not heavily criticized. The reviewer explicitly states a four-star rating due to the positive experience despite the dish disappointment.",True,True
"My mom and I stopped by for a late lunch yesterday. The menu and the food were the same as other Paradise locations. This location wasn't nearly as busy as the others which provided a nice and quiet meal for my mom and I. The onlt downfall was that I have experienced friendlier staff at the other locations. But overall, it was a decent dining experience. 

The thing I love about Paradise is their consistency. The food always tastes the same each and every time. And I have yet to find anything I don't like.",4,4,"The review is overall positive, highlighting the consistency of food and the quiet atmosphere, with a minor complaint about staff friendliness. The phrase 'decent dining experience' and emphasis on loving Paradise's consistency indicate a positive sentiment with a small issue, fitting the 4-star rating.",True,True
"Very good coffee!  I get my iced Americano here with room for cream.  The coffee is so much better than the Starbucks down the street, but not as convenient...shamefully to say, there's no drive-through.  When you have a vehicle full of kids which one would you pick?  So, I come here solo right before I wander around the little shops.  A must try!",4,4,"The review is highly positive about the coffee quality, with strong praise like 'very good coffee' and 'so much better than Starbucks,' and an enthusiastic recommendation ('a must try'). However, it notes a minor negative aspect regarding convenience, specifically the lack of a drive-through, which makes it less ideal for families with kids. Overall, the sentiment is positive with a practical drawback, fitting the 4-star rating for positive with minor issues.",True,True
"This place just has a really good happy hour. I usually just stick to appetizers when I go but with free chips and salsa all night, I don't need much more. Their happy hour goes from 3:00 to 7:30, fantastic considering happy hours seem to be ending earlier and earlier now a days. 

There are plenty of HDTV's around to keep me entertained, so I'm gonna guess it gets really busy on Sundays during football. 

This is just a good place for pretty cheap drinks and decent Mexican food.",4,4,"The review is positive overall, praising the happy hour as 'really good' and 'fantastic' due to its long duration and free chips and salsa. The reviewer appreciates the cheap drinks, entertainment from HDTVs, and describes the Mexican food as 'decent.' There are no negative aspects mentioned, but the language is enthusiastic without being extremely effusive, and the food is only 'decent,' which aligns with a 4-star rating (positive with minor issues).",True,True
This is probably one of my favorite spots in Oldtown.  I definitely enjoy the the Thai food here and plus the atmosphere is really chill and homey.  Service was never a problem here every time I go.  My favorite is the Basil Crispy CK....so simple to make but I love it.  Date place? Sure why not :),4,5,"The review is overwhelmingly positive, with enthusiastic praise for the food, atmosphere, service, and specific dishes. No negative aspects are mentioned, indicating extreme satisfaction.",True,False
"Excellent neighborhood spot with outstanding food, large portions and reasonable price. The staff make you feel special and I have not made a bad menu choice. Try the wings with sauce on the side or the Monday night fried chicken. Lunch or dinner, Wallys receives 5 stars from me.",5,5,"The review is overwhelmingly positive, with no negative aspects mentioned. It praises the food as 'outstanding,' highlights large portions and reasonable prices, commends the staff for making customers feel special, and explicitly states 'Wallys receives 5 stars from me.' The enthusiastic language and direct endorsement align with a 5-star rating.",True,True
"Too long.......it took me way too long to make it to Sens. Sens is what we need more of in Phoenix!

Seated promptly on a Friday night by Johnny Chu himself, Johnny Chu really has put together a winner here, Johnny Chu.....alright, I admit it...I like saying his name!

The Asian tapas idea is new to me, having dined at some great Tapas places from Chicago to Vegas,  but alas never an Asian tapas joint. I must say no Spanish tapas place ever made me feel like Sens did (except the time I drank a pitcher of Sangria)!

The Tofu dishes are amazing. How do you learn to love Okra? Get it at Sens. The Hong Kong rice noodles were not what I was expecting so I was a little taken back by them looking like a plateful of water chestnuts. One taste was all that was needed to cure my trepidations about the flavor - fantastic!

I will be back to Sens Tapas & Sake Bar soon - do you think you could invent an ""Asian Sangria""? C'mon Johnny, I know you can do it!",5,5,"The review is overwhelmingly positive, with enthusiastic praise for the food (e.g., 'amazing' tofu, 'fantastic' noodles), service (seated promptly by Johnny Chu), and overall experience. The minor negative about initial dish expectations was quickly overcome, and the reviewer expresses a strong desire to return, indicating extreme satisfaction.",True,True
"I used to work here back when it was a Harkins.  It's way better now.  Comfortable, friendly, laid-back.  Kind of decorated in a golden age of hollywood style.  I dig it.",5,5,"The review is extremely positive, with enthusiastic language such as 'way better now,' 'comfortable, friendly, laid-back,' and 'I dig it.' No negative aspects are mentioned, indicating high satisfaction.",True,True
"I am so loyal to Durant's that I feel like a heel...but City Hall was divine.  Steaks, sides, drinks...the only thing we didn't have was dessert...but $1100 later, who could afford it?",5,3,"The review expresses strong praise for City Hall's food and experience (e.g., 'divine'), but the high cost ($1100) and inability to afford dessert create a mixed sentiment, balancing positive and negative aspects.",True,False
"I love boba drinks but hate the word ""boba"". I always feel like an ape when I say that word. 
 
Anyways.

There was a period where I use to drink this stuff at least 3 times a week when I was living in San Francisco, so when I say I love something, I really do (or is it more like a creepy obsession?) So! When I found a boba place here I got excited, especially when I saw that they had green milk tea.

I can't vouch for all of their drinks, as I've only tried the green milk tea and avocado snow, but every time I have ordered them they have been super good.",5,5,"The reviewer expresses strong enthusiasm for boba drinks, excitement about finding the place, and consistently positive experiences with the drinks they've tried (green milk tea and avocado snow). The negative comment about the word 'boba' is a personal preference unrelated to the quality of the boba place, so the overall sentiment is extremely positive.",True,True
"We recently had a pleasure trip to AZ and I booked at the Fairmont Princess and I must say I made an AWESOME choice! 
- Room was I guess a standard King but it was so large and spacious with a couch and seating area as well as a very comfortably appointed bath and patio. The decor looked fresh and new as well. Very contemporary. Lovely. We were in building C and overlooked the rose/aroma garden which was quite quiet and pretty. Might have been a little better to overlook the lagoon with the firey fountain but we were pleased none the less.
- Pools were the best. We swam in the main south pool, the east pool and used the slides the kids area as well. Did a lot of night swimming as it was hot and gotta tell you...night swimming rules! We rarely get to do where I live.
- Restaurants and bars were very good...if a bit pricey...as well. We had dinner at Bourdon Steak by Michael Mina which was very tasty and nice ambiance. Ate at Hacienda Restaurant and also at the bar at an outside table. Kinda liked eating at the bar better. Yum of the drinks. 
- Great trip....great place...we will be back!",5,5,"The review is overwhelmingly positive with enthusiastic language such as 'AWESOME choice,' 'best pools,' 'great trip,' and 'we will be back.' Minor critiques about the view and price are downplayed and do not detract from the highly satisfied tone, indicating an extremely positive experience.",True,True
I can't believe no one has talked about Pasta Tuesday. Definitely the best time to go but make sure you get there early because the pasta literally runs out. It is that good. They have this guy (Guido) come every Tuesday and he starts making hand made pasta early in the morning. He picks 2 unique dishes. It was one of the best pasta I have EVER tasted. I crave it all the time. I had a fettucini noodle in a alfredo creme sauce with herbs and pine nuts on top. I can't even describe the taste (wow what a good food critic i am). You just have to go check it out. I am going TONIGHT!,5,5,"The review is extremely positive, with enthusiastic language such as 'one of the best pasta I have EVER tasted' and 'I crave it all the time.' The minor note about pasta running out is framed as a tip due to high demand, not a complaint, and the reviewer plans to return immediately, indicating strong satisfaction.",True,True
"Recently was invited to this restaurant & found out that they have children's plates for adults or any age.

It was SUPER CHEAP & it included a drink with refills like tea or soda etc.

What a deal!

Under 5. bucks including the drink.

I will definitely  be going back  to any Cracker Barrel who has this deal because it is cheaper than fast food etc. or just about anywhere.",5,5,"The review is extremely positive, emphasizing the low cost (under $5), included drink with refills, and great value. The reviewer uses enthusiastic language like 'SUPER CHEAP' and 'What a deal!' and explicitly states they will definitely return, with no negative aspects mentioned.",True,True
"Oh, where to begin..

I stopped by Pappadeaux last week to grab a bite when on a Wed, they told me it was a 45min wait for two.. wow.  The place was packed.   The hostess recommended we make a reservation for the weekend, so we made one for Friday at 7PM.

The smells coming from the place when you first pull in automatically keep you wondering what delicious things are waiting inside.  

I'm so glad we did. 

We showed up and they gave us a card with a number and once our number showed up on the screen, it was seating time.  I think we waited maybe ten minutes.

After gazing over the menu for a quick minute, we decided to try the fried alligator with creole sauce.  Being one to enjoy new things, I was pretty excited.  The waiter took our drink orders and and put in the appetizer.  The place at this point was insanely packed, but it was nice to see a place like this.  Made ya feel that something good was to come.  Heck, a place cant' suck if it's this packed, right?   So we order our food, I decided on the stuffed shrimp and the rest of my friends all ordered different things.  It would be a share-a-meal night.. 

About 10min into drinks and conversation, they bring out the fried alligator..  Ok, if you've never eaten anything weird before.  Please please.. you've got to try this.  It sorta reminded me of a cross between soft pork or chicken.  The taste literally melted in my mouth.  To top it off, the creole sauce that went with it, only complimented it.  I could easily have eaten the entire plate alone.  Sadly, I had to share..

After quickly destroying the fried alligator, we got our entrees.  I took one bite and had to pause a moment.. the taste of the stuff shrimp with the crab, Alfredo, spices inside just floored me.  There were only six pieces, but after sharing a piece or two and eating the amazing green beans, this was plenty of food. 

I can't wait for my next trip here.. fantastic food.",5,5,"The review is overwhelmingly positive, with the reviewer expressing enthusiasm for the food (e.g., 'fantastic food,' 'melted in my mouth,' 'floored me') and eagerness to return. The initial wait time on Wednesday is a minor negative but is overshadowed by the excellent experience on Friday, including efficient seating and highly praised dishes.",True,True
"Having worked in the Scottsdale Airpark area going on 9 years or so, I've eaten lunch just about everywhere. There are plenty of good places, but not many ethnic places... Indian Paradise has the distinction of being both great and ethnic. I've only ever eaten there for the lunch buffet, and it is AMAZING!

I keep thinking that I'm gonna be disappointed, eventually... But every single time I have dined here I have come away extremely satisfied and in dire need of a nap. I keep asking myself, how can it be so good? Is it cocaine? Cocaine in the food?! Is it?!

They have different buffet items on different days, but the the mainstay curry chicken remains a favorite of mine. On Friday there is a mushroom dish that I dream about... and on Thursday they have stuffed jalapenos that are a little hot but oh so gooooooood!

Be sure to save some room for the rice pudding, 'cause it's delicious.",5,5,"The review is overwhelmingly positive with no negative aspects. The user consistently praises the lunch buffet as 'AMAZING', expresses extreme satisfaction with every visit, and highlights specific dishes like curry chicken, mushroom dish, stuffed jalapenos, and rice pudding with enthusiastic language. The sentiment intensity is extremely high, indicating an exceptional experience that aligns with a 5-star rating.",True,True
"Did you know that Malee's on Main offers cooking classes!?  They offer them twice a month during tourist season and once per month during the rest of the year.  I attended two weeks ago, and it was OUTSTANDING!  Not only did we learn to cook Thai (which, incidentally, it was significant to learn that Thai gets its flavor by layering is sauces), but we were given the recipes for some of the signature dishes, served tastings, a meal, and wine pairings, and we were even given goody bags.  It was a great way to spend a Saturday afternoon with another foodie!",5,5,"The review is extremely positive, with enthusiastic language like 'OUTSTANDING' and 'great,' and no negative aspects mentioned. The user highlights multiple positive elements such as learning to cook Thai, receiving recipes, tastings, a meal, wine pairings, and goody bags, indicating a highly satisfying experience.",True,True
"Better than Starbucks anyday! 
The staff encourage their customers to get creative and provide new drink suggests to add to their list such as ""The Annihilator""..
My personal Favorite: ""The Cookie with a little raspberry""",5,5,"The review is extremely positive and enthusiastic, with no negative aspects. It praises the coffee as better than Starbucks, highlights creative and encouraging staff, and expresses personal satisfaction with a favorite drink, indicating high sentiment intensity.",True,True
"This isn't your typical Mexican restaurant that puts cheese and sour cream on everything. The food here is light, simple, and fresh. We started out with the guacamole which was amazing. My sister doesn't even like mandarin oranges but it tasted so good in the guacamole she was eating it like it was going out of style. The salsa that came with it was the bomb. One was a spicy red salsa and the other one was a tomatillo salsa. The green one was so good I wanted to drink it. I ordered the chorizo and eggs and my sister ordered a couple of tacos with rice and beans. Everything tasted great and I even had room for dessert after my meal. We had some kind of carmel, banana, crepe thing. It doesn't look like much but it was one of the best desserts I've ever had. Gallo Blanco is my new obsession.",5,5,"The review is overwhelmingly positive, with enthusiastic praise for multiple dishes (guacamole, salsa, chorizo and eggs, tacos, and dessert), using terms like 'amazing,' 'the bomb,' and 'one of the best desserts I've ever had.' The reviewer concludes by calling the restaurant their 'new obsession,' indicating extreme satisfaction with no negative aspects mentioned.",True,True
"What else can I say that hasn't been said already?  

I'm weirdly glad that they're not closer ( in fact very far away from me) because I'll be there every day = gaining tons of weight!

My baby loved the mango lassi flavor! So much he did the sign for ""more "" for the first time at the store:)

I do want to try the bacon flavor....so a trip soon is in order",5,5,"The review is overwhelmingly positive, with enthusiastic language such as 'weirdly glad' about the distance (implying high desirability), the baby loving the mango lassi flavor and asking for more, and a clear intent to return for the bacon flavor. There are no negative aspects, indicating extreme satisfaction.",True,True
"We have been eating here for years. I am as picky of a new yorker as they get (with food). I will say we do not eat there Monday or Tuesday's, The cook must be different, its not as good on those days. The rest of the week is 5 stars all the way.Great sesame chicken,fried rice, lo mien etc. Highly suggest.",5,4,"The review is overwhelmingly positive, highlighting long-term loyalty, specific dish praise, and a strong recommendation. However, a minor criticism about lower quality on Mondays and Tuesdays slightly tempers the enthusiasm, aligning with a 4-star rating for positive sentiment with a small issue.",True,False
"Went here for our anniversary.  Pretty much what you would expect from an upper end steak house.  Yes, it's pricey.  Steaks were good and service was attentive.  A good place to celebrate.",5,4,"The review is positive, with mentions of good steaks, attentive service, and it being a good place for celebrations. The acknowledgment of price is neutral and not a complaint, indicating satisfaction with minor considerations.",True,False
"Honestly, I can't remember how I found out about Butter & Me, but I'm glad it happened.

My fiancee (now wife!) and I are addicted to cupcakes and we decided to swap the traditional wedding cake for some delicious cupcakes. Kelly at Butter & Me did not disappoint. She was absolutely fantastic to work with and has *the best* cupcakes in the valley! Believe me, we taste-tested a number of other vendors and everyone else's cupcakes tasted like small, dry, cakes.

The cupcakes from Butter & Me were exactly what we were looking for. They were perfectly moist, beautifully decorated, and there are a ton of delicious flavors to choose from!!!

I cannot recommend Butter & Me highly enough! The Yelp review sums it up: ""Woohoo! As good as it gets!""",5,5,"The review is overwhelmingly positive, with enthusiastic praise for the service, cupcake quality, and overall experience, and no negative aspects mentioned.",True,True
This was our first time at Texas BBQ House. They gave us a sample and help us with our order. The brisket was fantastic. I got the moist and my wife got the lean. We both enjoyed our choices immensely. I will definitely go back. I wanted some spicy BBQ sauce and apparently they have it but I didn't see it.,5,5,"The review is overwhelmingly positive with enthusiastic language about the food (e.g., 'fantastic brisket,' 'enjoyed immensely') and service (e.g., sample provided, help with order). The intent to return strongly indicates satisfaction. The mention of not seeing the spicy BBQ sauce is a minor observation that does not detract from the overall excellent experience.",True,True
Great home made taste on the meatballs.  Also they have diet coke.  Shop was nice and clean.  Friendly and fast service,5,5,"The review is extremely positive, highlighting multiple aspects such as great homemade taste, product availability, cleanliness, and friendly fast service with no negative comments, indicating high satisfaction.",True,True
"I have been going to Mesha's Salon and Spa for the past 5 years and absolutley love it. I see Michelle (the owner) and she comes up with some great new looks for me. 
I have gone from short hair, funky styles and colors and long and sexy hair. She is awesome and I love her recommendations. There have been times I have gone in and not knowing what to do... and she always comes up with something that makes me feel fabulous !!
I will never go anywhere else.",5,5,"The review is extremely positive, with no negative aspects mentioned. The customer expresses strong enthusiasm, loyalty, and satisfaction with the salon and stylist, using phrases like 'absolutely love it,' 'awesome,' and 'will never go anywhere else.'",True,True
"This is my neighborhood Chinese Restaurant and a family staple.  I personaly like the roasted / peking duck.  The Shrimp Lo-Mein is good, Fast, Friendly Service, No MSG.
Lunch Specials  during the week are awesome too.",5,5,"The review is overwhelmingly positive, with no negative aspects mentioned. The user describes the restaurant as a 'family staple,' praises specific dishes like the roasted duck and shrimp lo-mein, highlights fast and friendly service, notes the absence of MSG as a positive, and calls the lunch specials 'awesome.' This enthusiastic and consistent praise aligns with an extremely positive sentiment, warranting a 5-star rating.",True,True
Still flying solo.  My friends took me for dinner here and it was excellent.  Humus appetizer was great.  For main course did broiled chicken pita wrap and it was perfect.  Recommend!,5,5,"The review is overwhelmingly positive, with strong endorsements such as 'excellent,' 'great,' and 'perfect' for both appetizer and main course, and ends with a clear recommendation. There are no negative comments, indicating high enthusiasm and satisfaction.",True,True
"I had the best culinary experience of my 8 years in Phoenix tonight. First time at Switch. Started off with some appetizers; pesto & sun dried tomato risotto, marinated chicken breast, Mac n cheese. All delicious!  

Next my wife orders the blackened salmon. I looked at her with my wtf scowl. We don't even eat seafood. ""It looks interesting"" she says. Whatever. It gets to the table and it's the biggest hunk of salmon I've seen. We simultaneously stab into it with our forks, take a bite, and we look at each other like the first time we fell in love. The combination of the salmon, bacon and sautéed greens was out of this world. Coupled with the bread pudding and sweet tomato concoction put me over the top. 

We let the waitress know what we experienced and to thank the chef. She brought him out and he spoke with us for about 15 minutes. Jason is touched by the hand of God. He proceeded to tell us what he had planned for tomorrow's dinner menu and we made reservations on the spot for tomorrow night. 

I never knew food could profoundly affect your mood but I was driving home singing my heart out to my iPod. Got home, plugged the iPod into the stereo and continued the concert, danced with my dog and made me a latte.  Perfect night.  

Thank you Jason and Switch.",5,5,"The review is extremely positive, with the customer describing the food as 'delicious,' 'out of this world,' and the overall experience as 'perfect.' They highlight exceptional service, including interaction with the chef, and express strong enthusiasm by making reservations for the next day. There are no negative aspects mentioned, and the sentiment is highly enthusiastic throughout.",True,True
"Definitely one of my favorite places to eat, hands down.  I love their enchiladas verdes combo.  Their refried beans are THE BEST!  I have been eating here for over 15 years and the waitresses are mostly the same.  Definitely feels like you are at an old friends house when you are there.  Yes, it is in a bad area, but that hasn't ever deterred me from telling everyone I know that if they want really good, real Mexican food at a great price, to head down there.  And their green salsa for dipping chips is amazing.",5,5,"The review is overwhelmingly positive, with enthusiastic praise for the food (e.g., 'one of my favorite places,' 'love their enchiladas verdes combo,' 'refried beans are THE BEST,' 'green salsa is amazing'), long-term loyalty (15 years), consistent service, and a welcoming atmosphere. The negative mention of the location is dismissed as not affecting the reviewer's high recommendation, indicating extreme positivity.",True,True
"This is the new mecca of Phoenix music. 

Charlie Levy who booked for the now legendary Nita's Hideaway and also the owner of Stateside Presents is the man behind it all! He is a music fan first and ... well ... that's just what he is ... a music fan not a natural businessman. 

The place is just beautiful (for now, soon to be broken with the wear and tear of rock and roll no doubt). The room is small ... stage big (for the size) ... no doubt this is going to be the best place in the city to see any band for a long time to come!

Thank you Charlie!

Music fans unite! This place MUST thrive!

btw ... they have live music every single night of the week ... and they open at 4pm every day (the lounge will have musicians and DJs for your entertainment).",5,5,"The review is overwhelmingly positive, describing the venue as a 'new mecca' and the 'best place in the city' with enthusiastic support for Charlie Levy and the offerings. Minor mentions of potential wear and tear or business skills are presented humorously and do not detract from the overall excitement and encouragement.",True,True
"Cute busy place in Central Phoenix. Not hiding behind gimmicks to make themselves authentic. Simple and sweet. Staff is well versed in Japanese food, if you haven't had it in years ask. Great staff, great food, great times.",5,5,"The review is overwhelmingly positive with no negative aspects mentioned. It highlights the authenticity, simplicity, knowledgeable staff, and overall great experience, using enthusiastic language like 'great staff, great food, great times.' This aligns with an extremely positive and enthusiastic sentiment, warranting a 5-star rating.",True,True
"If you've read some of my other reviews you'll see a trend. 

Kohl's Department Stores.....Brewers spring training...... 

Yep, I'm a cheesehead. (But if you EVER actually catch me wearing a hunk of fake foam cheese on my head, shoot me. Really.) 

What can I say? I like Culver's. It reminds me of home. It's total comfort food. 

Got one of their Wisconsin Swiss melts. What other fast food joints offer burgers with Swiss on rye? The crinkle cut fries are always hot and fresh. And tasty. 

Culver's is known for their frozen custard. What Wisconsinite has not driven past a Culver's, looked at their sign, checked out the 'flavor of the day', and gone, ""Hey, that sounds good!!"", and quickly pulled into the parking lot? 

If you're from Wisconsin or the Midwest stop in for a Butterburger and some custard....it will bring back lots of good memories. 

Like another reviewer noted when he said he felt like he was in Iowa or something.....well.....that's the whole charm behind Culver's. You DO feel like you're in Wisconsin or one of the upper Midwest states. 

Granted I'm not the best person to review Culver's....I'm a little biased towards it. But if you want a 'different' kind of fast food experience and you've never been to the upper Midwest, it's a heck of a whole lot cheaper than flying there. 

Give it a chance....see if you like it.",5,5,"The review is overwhelmingly positive, with enthusiastic praise for Culver's comfort food, specific menu items, and nostalgic Midwest charm. The reviewer admits bias but strongly recommends the experience without any negative points, indicating extreme satisfaction.",True,True
"Love me some hidden house! 

The music is too loud. The drinks too cheap. The clientele too local. But I've never had anything but a good time there. Whether it's karaoke or weird shit on the weekends you'll have fun if you don't expect it to be Merc, cuz Merc it ain't. And not for one moment in it's life has it pretended to be. But I love it for what it is and that's an experience.",5,4,"The review expresses strong positive sentiment with phrases like 'Love me some hidden house!' and 'I've never had anything but a good time there,' indicating consistent enjoyment. However, it notes minor issues such as loud music, cheap drinks, and local clientele, which are acknowledged but do not overshadow the overall positive experience. The reviewer embraces the venue for its unique character, aligning with a 4-star rating of positive with minor issues.",True,False
"I will start this review off by saying that I would normally have given this place 4 stars, but for a large dog-friendly patio, and immediate water bowls the minute your dogs butt hits the ground, they get the extra star. 

We went today, a Sunday, and sat down next to people that had the exact same dog that we have (a female harlequin Great Dane) and knew that it was fate.  We sat by them, because they seemed awesome and in great company, the food flourished in my eyes.  

They have a pretty decent beer selection, they had my favorite Sonoran White Chocolate ale and my boyfriend had something he loved on tap called the Bell's Two Hearted Ale (but apparently it's an amazing IPA). I knew I'd love mine, he LOVED his.

We had the Mac and Cheese, which was awesome, but not as amazing as others I've had.  So order it if your a Mac person, but don't if you're not.  

We had two sandwiches for dinner, I had the Acapulco Cheesesteak (UNBELIEVABLE!!!!!!!!!!!)  and Seann had the RB&C (an equally impressive Roast Beef concoction). Those were both devoured with great beer and great conversation with others.

Lastly we had the Triple Chocolate Brownie, per a recommendation from our fellow dog owner and it was delish.  VERY VERY chocolatey and too much food after an app, a sandwich and two beers, but it was definitely worth trying.

Overall the food would have gotten a four, but the experience with cool people around us, and a great waitress really sealed the 5 star deal.  Now being added into the rotation.  Thank you Main Ingredient! : )",5,5,"The review is overwhelmingly positive, with enthusiastic praise for the dog-friendly amenities, beer selection, sandwiches, and overall experience. The minor critiques about the Mac and Cheese and the brownie's size are overshadowed by the explicit statement that the experience sealed a 5-star rating, and the reviewer plans to return.",True,True
"Sunflower market is WAY cheaper than Whole Foods and has a lot more than Sprouts. It's my first choice of healthy grocery stores!

They have the freshest produce around without it being full of bugs like Trader Joes. Their selection is very wide and their employees are really nice. Seriously I can't stand the employees at Whole Foods or Sprouts. They're such pretentious jerks sometimes. 

Whether I need lamb or bison meat, coconut milk ice cream, or almonds...this is always my first choice. They're also the only place in town that has every kind of vegan sliced cheese. Whole and Sprouts have some of them but which flavors are sporadic and random. I will never stray from Sunflower again!",5,5,"The review is overwhelmingly positive, highlighting Sunflower market's affordability, wide selection, fresh produce, and friendly employees, while expressing strong dissatisfaction with competitors. The language is enthusiastic and loyal, with no negative comments about Sunflower itself, indicating extreme satisfaction.",True,True
"Best breakfast in the valley. Dinner sucks. Well, let's clarify a bit here. We've ordered blueberry pancakes, stuffed french toast, muffins, and a few other b-fast items. They were all stupidly good. For dinner, we've tried a couple dishes such as the recommended jumbalaya - SUCKS! Stay away from that canned garbage. Back to breakfast...dang, that's incredible!",5,3,"The review expresses strong enthusiasm for breakfast items, describing them as 'stupidly good' and 'incredible,' but also strong criticism for dinner, specifically the jumbalaya, calling it 'canned garbage' and advising to stay away. This polarized sentiment, with both highly positive and highly negative aspects, indicates a mixed overall experience.",True,False
"I'm a complete dive bar junkie. Whether I'm in a big city, or small town I always seek out the local spots. I was in Tempe with work and we happened to drive into town right at last call so we searched for the closest bar which just happened to be Monkey Pants. After we got over laughing at the name and the paint job on their truck...we went in and were greeted by the waitress right away. It wasn't too busy especially for a Friday night but the place is huge! The bartender was very attentive and adorable. 

 I really wish I could've made another stop at this bar before I went back home..I saw a bunch of posters for all these theme nights and great deals. Reading previous reviews it sounds like they have parties going on like this all the time. Great bar!",5,5,"The review is extremely positive, with enthusiastic praise for the service, atmosphere, and amenities. The user expresses regret at not being able to return and calls it a 'Great bar!' with no negative aspects mentioned.",True,True
Love it. Wish it was in my neighborhood.,5,4,"The review expresses strong positive sentiment with 'Love it,' indicating enthusiasm. The wish for it to be in the neighborhood is a minor, personal preference that doesn't criticize the business, resulting in a positive rating with a minor issue.",True,False
"Open Range offers some damn-good home cooking. My family eats here often and has never had a bad meal. Not to mention that the portions are huge. 

I usually order the cobb salad. From a typical deli, I'd normally expect iceberg lettuce, a handful of shaved carrots, some egg, and a little bit of bacon. But if that were the case, I wouldn't be ordering the salad again and again. The field greens and romaine lettuce are served with avocado (I'm pretty sure they use at least 1/2 an avocado for each salad), artichoke hearts, tomatoes, bacon (no bacon bits here!), radishes, blue cheese, egg, cucumbers  and I'm sure i'm forgetting something else, but it is GOOD. Sometimes, if I'm really hungry, I order it with a side of their twice baked casserole (twice baked potato in a cup, basically. It's unbelievable.) I'd also recommend the Arizona caviar (black bean salad) or southwest coleslaw.

My dad loves their BBQ sandwiches (with choice of homemade barbecue sauce - each one better than the last), my mom usually orders one of their other great salads with a side of potato pancakes (better than grandma's), and grandpa loves whatever is on special. Even my picky-eater brother loves food at Open Range - and that's saying something!

Bethany and Tom are the owners; Bethany does most of the kitchen cooking and Tom says that he's in charge of most of the barbecuein'. (He once gave my family a taste of some of their freshly smoked pecans and WHOA, they were GOOD.) The restaurant (as the name suggests) has a full service deli too, in case you need a pound of freshly sliced ham as well as a meal.

In the past, the service has been slow, but it has improved dramatically over the past year. The restaurant has a killer view of the Superstition Mountains, and is within 10 - 20 minutes of countless hiking trails. 

To make this long review short: if you're looking for a tastes-like-home (or tastes-better-than-home) cooked meal and you're in the far east valley, make sure to stop in for lunch or dinner. You'll probably see my family and me chowing down too.",5,5,"The review is overwhelmingly positive, with enthusiastic praise for the food quality, portion sizes, variety of dishes, and improved service. The reviewer uses strong positive language like 'damn-good home cooking,' 'unbelievable,' and 'killer view,' and recommends the restaurant without reservations. The only minor negative about past service is mentioned as resolved, so it doesn't detract from the overall extremely positive sentiment.",True,True
Thank you so much for the good reviews. I went here for a business meeting 8-13-2010. I ate soo much I hurt myself. Everything was great I especially loved the lamb and chicken curry. The staff was excellent and very kind. I will recommend my new favorite Indian food restaurant to everyone. ;),5,5,"The review is overwhelmingly positive, with enthusiastic praise for the food (especially lamb and chicken curry), excellent staff, and a strong recommendation. There are no negative aspects; even the comment about overeating is framed positively, indicating high satisfaction.",True,True
